Gene	Value
GCG	21.5677139762
GCGR	1.66313264201
GCH1	588.275866739
GCK	23.694803436
GCLC	2939.4392702393857
GCLM	633.2103776506142
GCSH	77.2286023835
GDA	117.945538616
GDF9	45.87903420519966
GFPT1	13055.38463472041
GFPT2	540.076265283667
GGCT	3275.02979415
GGCX	1733.59621189
GGH	255.498336171
GGPS1	3145.115462
GGT1	6309.401273013265
GGT5	1385.1105092073656
GGT6	764.0145101359857
GGT7	1572.1640032443868
GHRL	13.3577418356
GHSR	0.11637130475160673
GIP	0.0130784708249
GIPR	30.394134034933323
GJA1	7261.893689050775
GJD2	0.5119370066553793
GK	251.01512923707463
GK2	0.08686735799418688
GLA	912.809123975
GLB1	3588.34585281
GLDC	238.308117938
GLG1	11919.7562103
GLI1	151.807789042
GLI3	1051.30697647
GLO1	20491.5843329
GLP1R	20.10785869056944
GLS	2253.8189328308795
GLS2	302.14840968912057
GLUD1	17552.885389245796
GLUD2	1840.8157212503263
GLUL	23727.9148739
GLYAT	0.528227054636
GLYCTK	300.079805758
GMDS	1713.06134886
GMPPA	3033.9148545106677
GMPPB	2220.7118093193326
GMPR	7333.276137600898
GMPR2	3165.958539699103
GMPS	2016.13399629
GNA11	2013.458365576439
GNA14	496.4700510757102
GNA15	1035.372117323347
GNAI1	1951.7683214627536
GNAI2	12988.39434682
GNAI3	4631.807286009417
GNAL	642.9946022301762
GNAO1	1333.7928532718147
GNAQ	5077.570828816011
GNAS	51539.05174429558
GNB1	20782.312645120932
GNE	4693.91553165
GNG13	27.73376799259226
GNG7	1498.7146726535461
GNMT	2061.41897539
GNPAT	3191.33607414
GNPDA1	2516.6019772489367
GNPDA2	1066.293414331063
GNPNAT1	4049.22984058
GNRH1	35.242919052814024
GNRH2	4.157019037285978
GNRHR	7.88407367281
GORAB	455.189134809
GOT1	2555.3098785140883
GOT2	9351.22198578591
GPAM	921.3331721115367
GPAT2	100.93835029417733
GPAT3	135.75133493276255
GPAT4	4515.752863333792
GPCPD1	2035.80769231
GPD1	77.15009286474147
GPD1L	7388.898080798245
GPD2	2937.17712041
GPER1	570.907580096
GPI	13536.3952368
GPR119	0.033199195171
GPT	98.25655858206378
GPT2	7008.404620025804
GPX1	8832.734292265584
GPX2	694.3687122722629
GPX3	6350.588240962321
GPX4	8930.65294691
GPX5	15.278672032143811
GPX6	2.132255068872779
GPX7	461.6596308611682
GPX8	924.2037223321327
GRB2	6991.47753831
GRHPR	5528.32684569
GRIA1	6.975564928038032
GRIA2	34.18244079864075
GRIA3	86.10538229389195
GRIA4	18.13413171334204
GRIN1	285.8747871845081
GRIN2A	57.303610122138096
GRIN2B	0.90692230304767
GRIN2C	23.195828819053695
GRIN2D	74.759750812419
GRIN3A	795.5695325788254
GRIN3B	4.117791750499786
GRK2	1.0
GRM1	4.87749574369
GRM5	2.3077696950908333
GRPR	125.46596889040815
GSK3B	3136.27375793
GSR	4266.51663829
GSS	3626.37271707
GSTA1	781.3811522972746
GSTA2	61.27925243767059
GSTA3	6.727190063453752
GSTA4	1848.748413559867
GSTA5	0.07311174740729401
GSTK1	4338.262072438473
GSTM1	3003.819010217636
GSTM2	3316.39450162619
GSTM3	5402.332030649428
GSTM4	1502.2118286666412
GSTM5	1003.9780800179093
GSTO1	2968.1788616312883
GSTO2	1014.6009325168711
GSTP1	10719.978446471188
GSTT1	4921.63682093057
GSTT2	1506.532522055316
GSTZ1	2317.23239437
GTF2A1	446.30622794468184
GTF2A1L	47.82126779912047
GTF2A2	2111.85574988
GTF2B	1301.09381288
GTF2E1	623.245840427
GTF2E2	1206.2515284
GTF2F1	5524.53741681
GTF2F2	929.125773874
GTF2H1	1922.32001625
GTF2H2	310.9731078781815
GTF2H2C	679.2816707938185
GTF2H3	569.372407522
GTF2H4	772.329950859
GTF2H5	1985.98974617
GTF2I	6301.57990268462
GTF2IRD1	1413.5108342353808
GTSE1	89.3373703761
GUCY1A2	75.73160114525794
GUCY2C	7.073518031250411
GUCY2D	35.82353737799893
GUCY2F	0.06148429035745695
GUK1	7002.51391039
GUSB	5109.70565702
GYG1	3939.466820146825
GYG2	617.4862830829956
GYS1	4420.442482583749
GYS2	1.3001857297596857
H6PD	6387.01261415
HAAO	521.347798328
HACD1	372.7669284941625
HACD2	787.7167814575344
HACD3	6939.216297783609
HACD4	467.8424779446945
HADH	3881.30821467
HADHA	12569.663384143872
HADHB	7492.54151831963
HAGH	2221.2310013945926
HAGHL	184.29805757636922
HAL	3.71345379972
HAO1	20.996962544505365
HAO2	1.7292795232946367
HBEGF	1606.04765129
HCAR1	280.9777896225757
HCAR2	406.32531728837625
HCAR3	137.92609503178954
HCCS	903.280568024
HCLS1	965.0330444226383
HCN2	57.56755920137024
HCN4	36.152782077029755
HDAC1	8823.342013600797
HDAC2	4639.50953798216
HDAC3	2648.8444900170443
HDC	64.1447337873
HDDC3	953.501296239
HEPH	1737.432711653904
HEXA	4638.99072375748
HEXB	7669.52099014252
HGD	3317.36571351
HGF	238.4267528248279
HHIP	334.743209256
HIBADH	3667.72862173
HIBCH	1680.38809782
HIF1A	7395.27673735
HK1	10672.44401018523
HK2	2302.1696525197754
HK3	39.2635427951148
HKDC1	7.759866893654534
HLA-A	33710.01378103491
HLA-B	45907.68220995112
HLA-C	43720.73876085765
HLA-DMA	1862.608903421176
HLA-DMB	3194.95470902097
HLA-DOA	1295.1078780375328
HLA-DOB	60.30039312822747
HLA-DPA1	8072.630267551099
HLA-DPB1	5805.4504474853775
HLA-DQA1	2187.041324869275
HLA-DQA2	414.9703025844702
HLA-DQB1	2688.269753133127
HLA-DRA	17993.57504642923
HLA-DRB1	6339.73335996668
HLA-DRB5	2406.4613252560966
HLA-E	15768.883280547685
HLA-F	2269.3295472841105
HLA-G	188.3100713896545
HLCS	2843.37381984
HMBS	1068.52787881
HMGB1	12631.8565625
HMGCL	3263.2570809496506
HMGCLL1	106.81657251203468
HMGCR	4062.8197067
HMGCS1	4923.950414024418
HMGCS2	4869.145401635584
HMOX1	465.10561445732685
HMOX2	2544.153702212673
HNMT	2264.93478177
HNRNPA1	15478.281457908612
HNRNPA1L2	5744.004681916992
HNRNPA3	11566.361940849632
HNRNPC	22285.55444200328
HNRNPK	28651.342207061138
HNRNPM	9998.533973039534
HNRNPU	22375.622987833824
HOGA1	92.9001969509
HPD	67.1757467884
HPGDS	119.07483361710283
HPRT1	1214.21856137
HRAS	1855.05999458
HRH1	320.1496285404075
HRH2	81.48649589840028
HSD11B1	382.717961616
HSD11B2	929.600622969
HSD17B1	209.22706237377665
HSD17B10	3399.6112443862553
HSD17B12	5323.280703447436
HSD17B2	60.62033740902764
HSD17B3	12.634305835011775
HSD17B4	12727.4453258
HSD17B6	2924.206546970928
HSD17B7	552.1932363409694
HSD17B8	825.4506074896639
HSD3B1	2.274222256618568
HSD3B2	3.2863140380714317
HSD3B7	992.512188516
HSP90AA1	57913.34659863418
HSP90AB1	75291.30078636581
HSP90B1	63760.3951904
HSPA1A	94440.29602991806
HSPA1B	15612.073725838512
HSPA1L	210.150969277924
HSPA2	688.7930080487406
HSPA5	43190.7292795
HSPA6	2109.941379048619
HSPA8	56314.53814589354
HTR1A	0.7252747252752714
HTR1B	5.572918278905925
HTR1D	21.42526311719276
HTR1E	6.190102151375138
HTR1F	8.517779755452164
HTR2A	12.965175669395773
HTR2B	28.234967497292665
HTR2C	4.602209410306993
HTR4	2.528026621261644
HTR5A	0.08976938554396698
HTR6	2.783644172723376
HTR7	30.142528246381
HYI	1578.70048812
HYKK	151.485722024
IBSP	2.8175785482113604
ICAM1	1703.6977635
ICAM2	433.21954515548646
ICAM3	966.008241758
ICMT	5549.7539692
ICOS	31.9120105247
ICOSLG	652.797883455
IDH1	23020.350313452574
IDH2	9835.206991947425
IDH3A	3202.875367586948
IDH3B	3363.704476863653
IDH3G	3182.1853621693995
IDI1	5014.540847968401
IDI2	177.9967303821182
IDNK	324.049141
IDO1	246.18507197069994
IDO2	6.564986070274783
IGF1	3378.87178842
IGF1R	9218.76095031188
IGFBP3	6340.81682402
IGSF5	126.11561677764496
IKBKB	2554.6265477495335
IKBKG	1002.8111244406415
IL1A	5.691533818288363
IL1B	152.76087292979085
IL1R1	14367.076091171793
IL1RAP	671.4129198267025
IL3	0.0368944435846
IL3RA	247.6478873236796
IL4I1	131.067834314
ILK	12504.8513581
IMMP1L	238.092367668
IMMP2L	507.641135273
IMPA1	1223.3388794283499
IMPA2	1509.1737540617746
IMPAD1	8584.384944281213
IMPDH1	3786.1050533953485
IMPDH2	11220.153575304652
INADL	4049.22775112
INMT	2416.12089963
INPP1	771.820596657
INPP4A	1170.0628192249037
INPP4B	599.9825878350962
INPP5A	3139.393863180795
INPP5B	823.3015980502321
INPP5D	1161.6295852064447
INPP5E	668.0060168702995
INPP5J	819.0154387841794
INPP5K	2778.55875638
INPPL1	6295.64107723
INS	1.13687819223
INSR	5234.82642006
IPMK	77.3211964092
IPPK	810.39479473
IQGAP1	11777.7440992
IRAK1	7380.446699428924
IRAK2	335.30113372489996
IRAK3	638.2277511219391
IRAK4	1012.0517334770464
IRF1	2527.12088744
IRS1	3079.294401020655
IRS2	4949.50590079269
IRS4	33.26274957439624
ISY1	1428.45623162
ISYNA1	2538.39860316
ITGA1	3525.9000845476276
ITGA10	72.32065469763677
ITGA11	820.4623897225039
ITGA2	1946.4829554254713
ITGA2B	15.150847392057425
ITGA3	4952.839188981377
ITGA4	435.5442288349004
ITGA5	7423.455792462512
ITGA6	7869.92855208
ITGA7	2989.680641542721
ITGA8	1490.53070345
ITGA9	883.134982975
ITGAL	485.779368519
ITGAM	297.605691843
ITGAV	7005.53240597
ITGB1	24629.463144240748
ITGB2	1716.58917079
ITGB3	545.1337528997658
ITGB4	5614.450007719454
ITGB5	8043.2912861818695
ITGB6	1026.9654271775953
ITGB7	236.13302894273903
ITGB8	2154.91841433
ITPA	1657.02814967
ITPK1	6006.49429268
ITPKA	29.100603621734635
ITPKB	4543.084352266705
ITPKC	3557.877747254488
ITPR1	6298.449195175067
ITPR2	3227.3364610769527
ITPR3	3877.41845283
IVD	9978.01636744
IYD	77.0904271785
JAK2	801.885253831
JAM2	487.570635351
JAM3	4175.23258783
JMJD7-PLA2G4B	1753.921819377275
JUN	26563.3122627715
KAT2A	2777.1019965927303
KAT2B	2166.8800495272694
KCNJ11	815.193216994
KCNJ2	330.978718465
KCNJ3	269.5433756381401
KCNJ5	443.1659766291069
KCNJ6	25.142566940108015
KCNJ9	1.7132409843712542
KCNK3	2351.4254952823258
KCNK9	1.739688128773119
KCNMA1	6056.34808853
KCNMB1	3584.0944706842934
KCNMB2	117.0248800499419
KCNMB3	131.14030335900182
KCNMB4	244.59758551366332
KCNN1	16.727847856346695
KCNN2	1750.7017211017644
KCNN3	71.72107645900644
KCNN4	3530.7594412664885
KCNU1	8.868209255557439
KDR	2015.8767799088935
KDSR	3474.14815818
KHK	269.749659495
KIT	856.394172729
KITLG	2104.08638369
KL	1620.9936155376204
KLK1	188.38068797405714
KLK2	276122.3841439975
KMO	21.7593820616
KMT2A	4900.8111166992485
KMT2C	5430.590678688806
KMT2D	5128.28803513559
KMT2E	4774.480803862625
KMT5A	3661.7413906528086
KMT5B	3135.172922148981
KMT5C	343.2068758702651
KRAS	2063.2072047641773
KYAT3	1.0
KYNU	54.5210493732
L1CAM	323.008164371
L2HGDH	604.612250426
L3HYPDH	184.639587525
LALBA	0.004024144869226571
LAMA1	97.46923850783568
LAMA2	1303.23922070779
LAMA3	2600.9819106941463
LAMA4	2867.6728060654063
LAMA5	7859.104298864657
LAMB1	4284.724229989881
LAMB2	16743.91246225809
LAMB3	5514.954206017439
LAMB4	10.014142547600171
LAMC1	9845.323634104003
LAMC2	2306.119660270324
LAMC3	636.8008048296738
LAP3	3571.03285095
LCAT	254.04219935
LCLAT1	1840.3898970733349
LCT	1.60145488315
LDHA	14855.811406901665
LDHAL6A	3.4363875561090915
LDHAL6B	2.8022945364541854
LDHB	10676.629662579691
LDHC	16.097798328430496
LDHD	1019.12424547
LDLR	5344.55186891
LEF1	537.616293918266
LEP	3.38995511531
LEPR	1090.84321545
LHB	0.974578238663
LHCGR	0.630765361399
LHPP	1094.6785520831356
LIAS	450.59692772
LIG1	1027.96399551
LIG3	2555.03718465
LIPA	3412.3652491851662
LIPC	23.171277666001934
LIPE	261.145143941
LIPF	219.44478408895873
LIPG	549.7304983750176
LIPT1	409.543744389
LIPT2	72.056563032
LLGL1	1704.0914719103953
LLGL2	3402.1609851396047
LMO7	4412.44141774
LNPEP	789.800243577
LPAR1	982.877321622
LPCAT1	2755.6126954029783
LPCAT2	1557.2130088196382
LPCAT3	6292.078644952254
LPCAT4	760.014703606
LPGAT1	3968.3109812813373
LPIN1	1621.800920908435
LPIN2	2332.0258280421217
LPIN3	824.9012676043699
LPL	2184.33531961
LRAT	147.96591085
LRP2	30.3887362637
LRRC4	86.0533779601
LRRC4B	151.385544033
LRRC4C	50.5768843832
LSM2	1149.2432092539552
LSM3	1926.628501785651
LSM4	3715.4639761641906
LSM5	1432.7211151501272
LSM6	631.1662281382964
LSM7	1521.0635931005177
LSS	5547.34969432
LTA4H	4272.53312181
LTB4R2	94.7827046897712
LTC4S	91.1787736032
LYPLA1	4545.356736555801
LYPLA2	3993.717110348562
MAD1L1	1276.5735373764157
MAD2L1	295.48278130323894
MAD2L2	1363.3809394803454
MADCAM1	10.9033237889
MAG	13.5544807305
MAGI1	1773.60354434
MAGI2	999.1999883905373
MAGI3	1169.8626567094627
MAGOH	1001.2677023675176
MAGOHB	477.16177836248244
MAOA	13015.836867372225
MAOB	6151.985180327773
MAP2K1	3771.3751296086116
MAP2K2	6779.5683523913885
MAP2K3	2815.978641073791
MAP2K4	2398.334545739396
MAP2K5	953.754043492
MAP2K6	402.67367667620863
MAP2K7	2222.229298870604
MAP3K1	1554.6765400098495
MAP3K14	1114.67014839
MAP3K2	1227.0305099786956
MAP3K3	2674.4585880617637
MAP3K4	2059.6901988821746
MAP3K7	1544.17292215
MAPK1	7795.492590131448
MAPK10	1808.1173386454213
MAPK11	746.3105556402004
MAPK12	797.7783146928829
MAPK13	2228.5627998780838
MAPK14	2574.1630359088326
MAPK3	2833.3803977685525
MAPK7	878.192627689
MAPK8	674.8319145649796
MAPK9	3031.3316630564823
MARS	5054.482661744178
MARS2	368.1729995358218
MAS1	1.13455734406
MAT1A	46.12606407671315
MAT2A	11408.295368366656
MAT2B	3723.272945361184
MBD4	1524.34574756
MBOAT1	730.4030916272515
MBOAT2	4160.4792416035725
MBOAT7	4130.008067640376
MC1R	246.861462235
MC2R	0.8514355362936878
MCAT	1114.0270082
MCCC1	1981.733419747106
MCCC2	18071.793884048882
MCEE	656.950239901
MCM2	1436.64347624
MCM3	3188.26948228
MCM4	1094.65394289
MCM5	1516.96001006
MCM6	1145.12944978
MCM7	3528.98618461
MDH1	6469.4105401435945
MDH2	10475.178987756404
MDM2	4092.76586442
MDM4	1707.4975236
ME1	905.5657212490195
ME2	2206.21223495
ME3	787.4747330109806
MECR	844.394946603
MED1	2854.18936697
MED12	3246.852577008469
MED12L	92.50611360465457
MED13	3898.472875710586
MED13L	4847.66363567301
MED14	2876.2983702245174
MED16	3943.996459529539
MED17	1489.9028207717245
MED24	3464.5355401559386
MED27	764.281051696548
MED30	372.322492648797
MED4	2035.8858922772968
MET	1623.00928649
MGAM	168.39548831497055
MGLL	4228.15605169
MGST1	6695.621266076537
MGST2	3805.7285636917013
MGST3	3760.6117087178045
MIF	15860.2926788
MINPP1	1495.89247021
MIOX	7.23794691224
MITF	946.654755456
MKNK1	1004.4529726436276
MKNK2	11499.899841351371
MLLT4	8634.11255998
MLYCD	936.747020585
MMAB	2849.07661353
MME	15378.7933369
MMP1	72.5813148119
MMP14	5953.67578548
MMP2	7143.3541054
MMP9	519.3545503792117
MNAT1	563.133028943
MOCS1	839.417439638
MOCS2	2092.43127999
MOGAT1	0.7645488314514447
MOGAT2	65.4660075839315
MOGAT3	0.025150905432560114
MOS	0.0166576381365
MPDZ	2899.52520895
MPG	3033.19836326
MPI	3099.13687897
MPP5	3642.2684182
MPST	3441.3500812530915
MPZ	224.24835551795434
MPZL1	7059.542950012774
MRAS	1198.1718774208596
MRGPRD	2.27962002786
MRI1	1251.29173116
MSMO1	4908.473107879477
MTAP	1567.07306957
MTFMT	701.269462931
MTHFD1	2601.953485916486
MTHFD1L	488.4888175225012
MTHFD2	2042.8383990474176
MTHFD2L	1156.9936124422675
MTHFR	2428.12448886
MTHFS	1766.48581876
MTM1	867.492725581979
MTMR1	1726.3267683039041
MTMR14	1753.622368827751
MTMR2	2781.4017566916764
MTMR3	4479.495492171191
MTMR4	2459.66930428617
MTMR6	2495.425127684619
MTMR7	78.99724829724511
MTMR8	43.940871768979896
MTOR	4927.91885931
MTR	2414.91106253
MUT	2788.24349946
MUTYH	477.55812916
MVD	2027.40032503
MVK	1519.53523061
MYC	5136.79353041
MYD88	2404.79320152
MYH1	19.21362792137504
MYH10	6025.571447910793
MYH11	348742.1495334359
MYH13	3.777143631012398
MYH14	4717.023970742466
MYH15	77.23297477149322
MYH2	305.06235489867817
MYH3	1673.889935765504
MYH4	2.3050030954941607
MYH6	487.1833307534683
MYH7	7660.120946459187
MYH7B	112.07264742310235
MYH8	25.270565701896107
MYH9	46287.445015068915
MYL10	1.822744157252495
MYL12A	10391.763871681083
MYL12B	14801.66936233848
MYL2	2235.17193545552
MYL5	687.1092214831806
MYL7	0.12565779291130888
MYL9	91310.64779682025
MYLK	73891.99692056817
MYLK2	24.927932982484883
MYLK3	114.57622659008284
MYLK4	70.14502399009119
MYLPF	96.6966607333916
NADK	3127.9233864758844
NADK2	2401.6658218541156
NADSYN1	2468.45687587
NAGK	2474.66866584
NAGS	155.66781458
NAMPT	6967.9431783
NANP	306.272094103
NANS	9926.35707437
NAPRT	2082.5512885
NAT1	452.57255068845313
NAT2	10.169033431361795
NAT8L	132.598011144
NCALD	1666.11416576
NCAM1	1344.20942656094
NCAM2	257.56303203906
NCBP1	1961.4630275849722
NCBP2	4124.747078625028
NCOA1	4442.929848321672
NCOA2	2119.3392276764503
NCOA3	2921.3171529213623
NCOR1	5678.5384035
NDUFA1	4188.724520188583
NDUFA10	4415.240616772496
NDUFA11	5580.88232685
NDUFA12	1766.94149512
NDUFA13	9187.966575598599
NDUFA2	3389.8659456663813
NDUFA3	2155.12221405
NDUFA4	9470.54418819497
NDUFA4L2	294.15736728025064
NDUFA5	4614.612618017211
NDUFA6	2770.717690757483
NDUFA7	2238.932073205172
NDUFA8	2741.43652298
NDUFA9	2873.1659379351886
NDUFAB1	2151.5507274352617
NDUFB1	2079.833249499171
NDUFB10	4679.704070572517
NDUFB11	4812.2765438720335
NDUFB2	3730.1496099611268
NDUFB3	1520.06962931
NDUFB4	4969.113720784693
NDUFB5	2948.5243189855437
NDUFB6	1831.72554558
NDUFB7	4224.894520966794
NDUFB8	4483.44992067222
NDUFB9	5774.463149276395
NDUFC1	2373.9429461357195
NDUFC2	5540.854685798815
NDUFS1	3452.9112559932537
NDUFS2	4339.176211105169
NDUFS3	3252.0208911127565
NDUFS4	1542.7319106887232
NDUFS5	5961.511724187869
NDUFS6	2954.9534514752722
NDUFS7	2783.194873078287
NDUFS8	4843.125406272988
NDUFV1	5561.356697866581
NDUFV2	4956.578025841228
NDUFV3	2349.030161734605
NECTIN1	1.0
NECTIN2	1.0
NECTIN3	1.0
NEGR1	650.102809163
NEIL1	459.559994583
NEIL2	1244.1105479
NEIL3	13.9564502399
NEO1	9003.53490172
NEU1	6097.11694106953
NEU2	0.015090543259573513
NEU3	418.8122001235203
NEU4	8.176694784067507
NFASC	1324.54783083
NFATC1	878.573750193
NFKB1	3267.951806998707
NFKBIA	6546.41994273
NFKBIB	1078.0902337124928
NFKBIE	759.8309859155331
NFS1	1372.52092865
NGF	29.4568565238
NIT2	1743.48208482
NLGN1	170.32419517115952
NLGN2	1762.4146030035874
NLGN3	688.6566707950244
NLGN4X	223.2790589693755
NLK	1101.63989707
NLN	676.373007274
NME1	3138.421703488669
NME1-NME2	382.6670178748524
NME2	15326.573402147582
NME3	3982.8679770847384
NME4	11785.965123031301
NME6	472.7944010205384
NME7	490.8443648413736
NMNAT1	665.393050609261
NMNAT2	127.58470051031833
NMNAT3	360.5503598504207
NMRK1	1125.2498839177003
NMRK2	24.285675591954742
NNMT	1264.21459526
NNT	2875.90126141
NOS1	122.4440102148603
NOS2	67.52189444362433
NOS3	547.2993805139994
NOTCH1	3434.2528826934754
NOTCH2	11425.572125080616
NOTCH3	4009.8020623738894
NOTCH4	1030.1817427659487
NPL	193.143863179
NPR1	351.292040705314
NPR2	841.6684321301898
NPY	43020.8421465
NPY1R	132.877263581
NQO1	1861.12047284
NR1H3	877.261820152
NR4A1	35606.1276762
NR4A2	2565.65777356
NRAS	2119.2888678231825
NRCAM	945.336267606
NRXN1	231.0174895524298
NRXN2	348.05380359134637
NRXN3	755.6218271162237
NSD1	4216.399899397371
NSDHL	1551.32079013
NT5C	1115.4722566181276
NT5C1A	4.048386472695403
NT5C1B	4.50065044111956
NT5C2	5667.071815523267
NT5C3A	857.8784050485457
NT5C3B	2103.2953296773035
NT5E	1058.1328354778318
NT5M	237.94513233312205
NTHL1	766.326690915
NTNG1	480.56676598
NTNG2	449.037416809
NTPCR	1435.34483826
NTRK1	49.7388949079
NTSR1	3.0818371769080035
NUDT12	1548.62130475
NUDT16	2630.25992493
NUDT2	1266.51083424
NUDT5	1021.0805738278995
NUDT9	3463.1784166577463
NUS1	3574.339208325955
OAT	5207.84837873
OCLN	838.251818604
OCRL	5096.506577930224
ODC1	15812.8134964
OGDH	9132.954979884551
OGDHL	657.9276621264279
OGG1	938.980783547
OLAH	2.02722101842
OLR1	137.138678223
OPLAH	1487.64109658
OPRM1	0.106427023681
OR10A2	0.10006190992103771
OR10A3	0.9136356601144071
OR10A4	0.03778439869985247
OR10A5	0.06260640767681497
OR10A6	0.3255687973995619
OR10A7	0.034882371149899595
OR10AD1	0.9649241603462313
OR10AG1	0.0030181086519060775
OR10C1	0.030858226280724762
OR10G2	0.7650711964083226
OR10G3	0.10139684259396115
OR10G4	0.07725197337866263
OR10G7	0.012072434607649259
OR10G8	0.007042253521130813
OR10G9	0.021242841665370594
OR10H1	5.258106330287557
OR10H2	1.014490790898538
OR10H3	0.007042253521130813
OR10H4	0.03387633493260589
OR10H5	1.372871846463446
OR10J1	0.016657638136509924
OR10J3	0.021687819223028374
OR10J5	0.004024144869224736
OR10K1	0.01006036217303689
OR10K2	0.01263349326731014
OR10P1	0.10518882525927946
OR10Q1	0.05701516793061069
OR10R2	0.05493963782687602
OR10S1	0.013639529484603851
OR10T2	0.001006036217303689
OR10V1	0.3068990868290383
OR10W1	0.02369989165764074
OR10X1	0.001006036217303689
OR10Z1	0.002012072434607378
OR11A1	0.06752050766135527
OR11G2	0.03677836248255876
OR11H1	0.005030181086518445
OR11H12	0.13951013774969284
OR11H4	0.08473920445752607
OR11H6	0.12263968425955628
OR11L1	0.06438631790754587
OR12D2	0.07198963008833757
OR12D3	0.03979647113443989
OR13A1	25.375696486617755
OR13C2	0.14589459835948934
OR13C3	0.019675746788416004
OR13C4	0.034321312490413355
OR13C5	0.12364572047684999
OR13C8	0.0030181086519060775
OR13C9	0.053552081721171575
OR13D1	0.0877573131094072
OR13F1	0.029291131403695325
OR13G1	0.4284746943205863
OR13H1	0.01263349326731014
OR13J1	1.5610780064997365
OR14A16	0.0484058195325253
OR14C36	0.4791827890427691
OR14I1	3.885930970447656
OR14J1	0.011066398390355548
OR1A1	0.007042253521130813
OR1A2	0.016657638136509924
OR1B1	0.1367241913016682
OR1C1	0.9157638136514218
OR1D2	0.033760253830677635
OR1E1	0.18648429035752148
OR1E2	0.04035752979417562
OR1F1	0.04337563844605675
OR1G1	0.25926714130970074
OR1I1	0.04192462467120505
OR1J1	0.43242145178664604
OR1J2	1.4817959681163135
OR1J4	0.35718155084431724
OR1K1	0.3633338492500077
OR1L1	0.042369602228763036
OR1L3	0.06852654387864897
OR1L4	0.02772403652691537
OR1L6	0.017102615694167704
OR1L8	2.424740752206834
OR1M1	0.006036217303812155
OR1N1	0.11637130475168803
OR1N2	0.042369602228763036
OR1Q1	0.4884305835007115
OR1S1	0.0030181086519060775
OR1S2	0.007042253521130813
OR2A1	8.16767915183333
OR2A12	0.06417350255384441
OR2A14	0.15394288809783901
OR2A2	0.07657483361699866
OR2A25	0.9979879275663374
OR2A4	86.81997755758215
OR2A5	0.05242996440170013
OR2A7	451.4203103239847
OR2AE1	0.5107955424850296
OR2AG1	0.018108651911461413
OR2AG2	0.4351106639838954
OR2AK2	0.18300185729767784
OR2AT4	0.05242996440170013
OR2B11	0.3619989165760864
OR2B2	0.09412242686904866
OR2B3	0.0331991951709419
OR2B6	3.7014394056546083
OR2C1	3.16916885931784
OR2C3	4.8386737734030225
OR2D2	0.08228215446538067
OR2D3	0.012072434607649259
OR2F1	0.0331991951709419
OR2F2	0.02873007274420908
OR2G2	0.03677836248255876
OR2G3	0.03834545735958819
OR2G6	1.2078819068252817
OR2H1	0.4937509673420007
OR2H2	1.1596308620949949
OR2J2	0.10217071660739835
OR2J3	0.41450626838040255
OR2K2	0.13504101532271054
OR2L13	13.075181860394155
OR2L2	0.5793027395145215
OR2L3	0.49760099055853263
OR2L8	0.18021591084965322
OR2M2	0.011627457049991482
OR2M3	0.017102615694167704
OR2M4	0.21217690759944488
OR2M5	0.005030181086518445
OR2M7	0.026718000309621664
OR2S2	0.0853002631172618
OR2T1	0.005030181086518445
OR2T10	5.373162049224709
OR2T11	0.1315779291132714
OR2T12	0.03521126760552932
OR2T2	0.3518031264523134
OR2T27	0.023254914099982964
OR2T29	0.029291131403695325
OR2T3	0.5981272248877824
OR2T33	0.6650286333391863
OR2T34	0.0484058195325253
OR2T4	1.6337447763512347
OR2T5	4.3257429190618915
OR2T6	0.17296084197489578
OR2T8	3.0935420213524516
OR2V2	0.054558117938465295
OR2W1	0.007042253521130813
OR2W3	26.588992029188933
OR2Y1	0.027279058969107903
OR2Z1	0.03979647113443989
OR3A1	0.5583307537523445
OR3A2	1.400054171182028
OR3A3	0.06976474230004868
OR4A15	0.006036217303812155
OR4A16	0.001006036217303689
OR4A47	0.03778439869985247
OR4A5	0.009054325955743181
OR4B1	0.008048289738424523
OR4C11	0.07556879739970494
OR4C12	0.01006036217303689
OR4C13	0.022132796780686147
OR4C15	0.0030181086519060775
OR4C16	0.009054325955743181
OR4C3	0.006036217303812155
OR4C45	0.001006036217303689
OR4C46	0.002012072434607378
OR4C6	0.05790512304597615
OR4D1	0.04695480575767359
OR4D10	0.03778439869985247
OR4D11	0.03230924005582594
OR4D2	0.011066398390355548
OR4D5	0.054558117938465295
OR4D6	0.011066398390355548
OR4D9	0.061484290357593
OR4E2	0.035772326265265046
OR4F15	0.017663674353828585
OR4F17	0.005030181086518445
OR4F21	0.04035752979417562
OR4F29	1.5347856368987651
OR4F4	0.026156941649885933
OR4F5	0.0331991951709419
OR4F6	0.029291131403695325
OR4K1	0.07456276118241123
OR4K13	0.011066398390355548
OR4K14	0.021687819223028374
OR4K15	0.05444203683653703
OR4K17	0.002012072434607378
OR4K2	0.0870801733477432
OR4K5	0.013639529484603851
OR4L1	0.061039312799785535
OR4M1	0.09323247175368321
OR4M2	0.2273874013311591
OR4N2	0.7934723726969017
OR4N4	4.961413287424428
OR4N5	0.29256307073266535
OR4P4	0.001006036217303689
OR4Q3	0.1500154774801879
OR4S1	0.008048289738424523
OR4S2	0.02884615384613734
OR4X1	0.018669710571122294
OR4X2	0.04192462467120505
OR51A2	0.030181086519060776
OR51A4	0.16309394830525561
OR51A7	0.7439250889964965
OR51B2	0.11817056183257398
